Calendar,Council on Environmental Quality,2/24/17,Ted A. Boling,Michael Harkins,,Weekly Update on Priority and Reg Reform,,,,,
Calendar,Council on Environmental Quality,2/24/17,Ted A. Boling,Ronald E. Lamb,,NEPA education,,,,,
Calendar,Council on Environmental Quality,2/27/17,Ted A. Boling,,,CEQ - EPA Coordination,,,,,
Calendar,Council on Environmental Quality,2/27/17,Ted A. Boling,,,FPISC check-in,,,,,
Calendar,Council on Environmental Quality,2/27/17,Ted A. Boling,,,Travel to San Diego,,,,,
Calendar,Council on Environmental Quality,2/27/17,Ted A. Boling,Rachel E. Owen,,Fw: IACHR Hearing on Human Rights and Executive Orders,,,,,
Calendar,Council on Environmental Quality,2/27/17,Ted A. Boling,Sophie R. Godfrey-McKee,,Meeting with Fred Skaer/Pasco Co.,,,,,
Calendar,Council on Environmental Quality,2/27/17,Ted A. Boling,Suzi Ruhl,,FW: EJIWG NEPA Committee Meeting,,,,,
Calendar,Council on Environmental Quality,2/28/17,Ted A. Boling,Angela F. Colamaria,,CANCELLED -- Infratstructure Working Group Meeting,,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,,,Coffee,,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,,,DOT NEPA Order Mtg Prep,,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,,,Hold for Lydia Olander,,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,,,Shannon Stewart,,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,Gerald Solomon,,"OST/CEQ re: NEWPA Order Comments, etc.",,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,Nydia Olander,,discuss NAEP panel,,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,Ronald E. Lamb,,NEPA Survey Course for NAEP/Navy (Reschedule),,,,,
Calendar,Council on Environmental Quality,2/3/17,Ted A. Boling,Sophie R. Godfrey-McKee,,Check in on NEPA.gov Updates,,,,,
Calendar,Council on Environmental Quality,2/6/17,Ted A. Boling,,,Alan Mintz,,,,,
Calendar,Council on Environmental Quality,2/6/17,Ted A. Boling,,,CEQ - EPA Coordination,,,,,
Calendar,Council on Environmental Quality,2/7/17,Ted A. Boling,,,"Canada's Associate Secretary of the Treasury Board Secretariat, Taki Sarantakis",,,,,
Calendar,Council on Environmental Quality,2/7/17,Ted A. Boling,,,"FW: Invitation: NEPA call @ Tue Feb 7, 2017 9am - 10am (EST)",,,,,
Calendar,Council on Environmental Quality,2/7/17,Ted A. Boling,,,Clark Group,,,,,
Calendar,Council on Environmental Quality,2/7/17,Ted A. Boling,,,Jennifer Moyer,,,,,
Calendar,Council on Environmental Quality,2/7/17,Ted A. Boling,Dee S. Siegel,,Canada Treasury Board,,,,,
Calendar,Council on Environmental Quality,2/7/17,Ted A. Boling,Marna A. McDermott,,NEPA and BOEM,,,,,
Calendar,Council on Environmental Quality,2/8/17,Ted A. Boling,,,CCSM & TWE,,,,,
Calendar,Council on Environmental Quality,2/8/17,Ted A. Boling,,,NMBA,,,,,
Calendar,Council on Environmental Quality,2/8/17,Ted A. Boling,Sophie R. Godfrey-McKee,,Meeting with Columbia River Inter-Tribal Fish Commission,,,,,
Calendar,Council on Environmental Quality,2/9/17,Ted A. Boling,,,ALI Environmental Law,,,,,
Calendar,Council on Environmental Quality,2/9/17,Ted A. Boling,,,ALI Environmental Law,,,,,
Calendar,Council on Environmental Quality,2/9/17,Ted A. Boling,,,ALI Faculty Dinner,,,,,
Calendar,Council on Environmental Quality,2/9/17,Ted A. Boling,,,Private Appointment,,,,,
Calendar,Council on Environmental Quality,2/9/17,Ted A. Boling,Eric Beightel,,CA HSR Update,,,,,
Calendar,Council on Environmental Quality,3/1/17,Ted A. Boling,,,Ted on travel to San Diego,,,,,
Calendar,Council on Environmental Quality,3/10/17,Mary B. Neumayr,Michael J. Kratios,,Meet w/Michael Kratios,,,,,
Calendar,Council on Environmental Quality,3/10/17,Mary B. Neumayr,Ted A. Boling,,Fw: James River & DVP transmission,,,,,
Calendar,Council on Environmental Quality,3/10/17,Ted A. Boling,,,James River & DVP transmission,,,,,
Calendar,Council on Environmental Quality,3/10/17,Ted A. Boling,,,Jimmy Glotfelty,,,,,
Calendar,Council on Environmental Quality,3/16/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Meeting with Canadian Delegation,,,,,
Calendar,Council on Environmental Quality,3/16/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Meeting with Udal Foundation,,,,,
Calendar,Council on Environmental Quality,3/17/17,Mary B. Neumayr,Michael Harkins,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,3/2/17,Ted A. Boling,Tabitha M. Cale,,World Wildlife Day,,,,,
Calendar,Council on Environmental Quality,3/20/17,Mary B. Neumayr,Dale Louda,,Meet w/Dale Louda,,,,,
Calendar,Council on Environmental Quality,3/21/17,Mary B. Neumayr,,,Mandatory Security Meeting,,,,,
Calendar,Council on Environmental Quality,3/21/17,Mary B. Neumayr,,,Mary Neumayr re: Metropolitan Water District of S. Cali,,,,,
Calendar,Council on Environmental Quality,3/21/17,Mary B. Neumayr,,,OMB,,,,,
Calendar,Council on Environmental Quality,3/21/17,Mary B. Neumayr,Joe Lai,,Meet Joe Lai,,,,,
Calendar,Council on Environmental Quality,3/21/17,Mary B. Neumayr,Stephanie Kavanaugh,,FW: ECCR Forum Meeting,,,,,
Calendar,Council on Environmental Quality,3/22/17,Mary B. Neumayr,,,Call w/Jason and bill,,,,,
Calendar,Council on Environmental Quality,3/22/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Meet with Deering Babb-Brott (National Ocean Council),,,,,
Calendar,Council on Environmental Quality,3/23/17,Mary B. Neumayr,"Michael Zehr, Michael Whatley",,HBW Resources (Government relations),,,,,
Calendar,Council on Environmental Quality,3/23/17,Mary B. Neumayr,Brian Costner,,FW: 202©,,,,,
Calendar,Council on Environmental Quality,3/23/17,Mary B. Neumayr,Michael Stafford,,Michael Stafford,,,,,
Calendar,Council on Environmental Quality,3/24/17,Mary B. Neumayr,,,Lake Charles Methanol Project w/former Bob Livingston,,,,,
Calendar,Council on Environmental Quality,3/24/17,Mary B. Neumayr,,,Meeting W/Salo and consultants,,,,,
Calendar,Council on Environmental Quality,3/24/17,Mary B. Neumayr,,,Metropolitan Water Reclamation District of Greater Chicago,,,,,
Calendar,Council on Environmental Quality,3/24/17,Mary B. Neumayr,Michael Harkins,,FW: We,,,,,
Calendar,Council on Environmental Quality,3/24/17,Mary B. Neumayr,Ted A. Boling,,Notice,,,,,
Calendar,Council on Environmental Quality,3/28/17,Mary B. Neumayr,"Lindy Bunn, Sophie R. Godfrey-McKee",,Meet with Lindy Bunn (CEQ/NOC),,,,,
Calendar,Council on Environmental Quality,3/28/17,Mary B. Neumayr,,,Yakima basin Integrated Plan Implementation Committee,,,,,
Calendar,Council on Environmental Quality,3/29/17,Mary B. Neumayr,,,POET Meeting w/Mary Nuemayr,,,,,
Calendar,Council on Environmental Quality,3/3/17,Ted A. Boling,Brian Mills,,"Brian Mills, DOE",,,,,
Calendar,Council on Environmental Quality,3/3/17,Ted A. Boling,Megan E. Blum,,Dashboard and HPIPs,,,,,
Calendar,Council on Environmental Quality,3/3/17,Ted A. Boling,Steve Schima,,Steve Schima,,,,,
Calendar,Council on Environmental Quality,3/30/17,Mary B. Neumayr,"Hannah Davelman, Sophie R. Godfrey-McKee",,Meet with Hannah Davelman (CEQ/NOC),,,,,
Calendar,Council on Environmental Quality,3/30/17,Mary B. Neumayr,"Richard Russell, Susan Bodine",,"Meet w/Senate Majority EPW (Richard Russell, Susan Bodine)",,,,,
Calendar,Council on Environmental Quality,3/30/17,Mary B. Neumayr,,,Meet Joe - West Exec 9:30 am,,,,,
Calendar,Council on Environmental Quality,3/30/17,Mary B. Neumayr,,,Meet w/House Majority Natural Resources,,,,,
Calendar,Council on Environmental Quality,3/31/17,Mary B. Neumayr,,,Hold for Call - To Be Confirmed,,,,,
Calendar,Council on Environmental Quality,3/31/17,Mary B. Neumayr,Michael Harkins,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,3/6/17,Ted A. Boling,,,CEQ - EPA Coordination,,,,,
Calendar,Council on Environmental Quality,3/6/17,Ted A. Boling,,,FAA,,,,,
Calendar,Council on Environmental Quality,3/6/17,Ted A. Boling,,,Navarro,,,,,
Calendar,Council on Environmental Quality,3/6/17,Ted A. Boling,Dee S. Siegel,,GreenGov,,,,,
Calendar,Council on Environmental Quality,3/6/17,Ted A. Boling,Jane Curlin,,Discuss Udall fellowship performance goal,,,,,
Calendar,Council on Environmental Quality,3/6/17,Ted A. Boling,Michael R. Drummond,,Discuss FirstNet CE's,,,,,
Calendar,Council on Environmental Quality,3/7/17,Ted A. Boling,,,Schima,,,,,
Calendar,Council on Environmental Quality,3/8/17,Ted A. Boling,,,Angie,,,,,
Calendar,Council on Environmental Quality,3/8/17,Ted A. Boling,,,Cottingham,,,,,
Calendar,Council on Environmental Quality,3/8/17,Ted A. Boling,,,MaMu,,,,,
Calendar,Council on Environmental Quality,3/8/17,Ted A. Boling,Mary E. Salvi,,Call w/Ted Boling,,,,,
Calendar,Council on Environmental Quality,3/9/17,Ted A. Boling,,,Mary,,,,,
Calendar,Council on Environmental Quality,3/9/17,Ted A. Boling,,,Surry-Skiffes,,,,,
Calendar,Council on Environmental Quality,3/9/17,Ted A. Boling,Megan E. Blum,,Dashboard Training,,,,,
Calendar,Council on Environmental Quality,4/10/17,Mary B. Neumayr,,,Hold for Call at 2:15 pm,,,,,
Calendar,Council on Environmental Quality,4/11/17,Mary B. Neumayr,,,Private Appointment,,,,,
Calendar,Council on Environmental Quality,4/11/17,Mary B. Neumayr,Peter Spencer,,Meet w/Peter Spencer,,,,,
Calendar,Council on Environmental Quality,4/12/17,Mary B. Neumayr,,,7:10 am AAR,,,,,
Calendar,Council on Environmental Quality,4/13/17,Mary B. Neumayr,"Allison Trexler, Ed Whitfield",,Lunch at 12:30,,,,,
Calendar,Council on Environmental Quality,4/14/17,Mary B. Neumayr,Michael Harkins,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,4/17/17,Mary B. Neumayr,,,Earth & Water Group,,,,,
Calendar,Council on Environmental Quality,4/17/17,Mary B. Neumayr,Dee S. Siegel,,Fed Sustainability,,,,,
Calendar,Council on Environmental Quality,4/18/17,Mary B. Neumayr,,,"Invitation: Mary Neumayr call: (b)(6) @ Tue Apr 18, 2017 4:30pm - 5pm (EDT)",,,,,
Calendar,Council on Environmental Quality,4/18/17,Mary B. Neumayr,,,(CCE) Project in Idaho,,,,,
Calendar,Council on Environmental Quality,4/18/17,Mary B. Neumayr,,,Meet w/Alex - 11:30 am,,,,,
Calendar,Council on Environmental Quality,4/18/17,Mary B. Neumayr,Daniel Jorjani,,"Call with Daniel Jorjani, DOI",,,,,
Calendar,Council on Environmental Quality,4/18/17,Mary B. Neumayr,Jim Connaughton,,Lunch w/Jim Connaughton,,,,,
Calendar,Council on Environmental Quality,4/18/17,Mary B. Neumayr,Ted A. Boling,,April's detail,,,,,
Calendar,Council on Environmental Quality,4/19/17,Mary B. Neumayr,,,Federal NEPA Contacts Meeting,,,,,
Calendar,Council on Environmental Quality,4/19/17,Mary B. Neumayr,,,Hold for Scheduled Mtg at JP,,,,,
Calendar,Council on Environmental Quality,4/19/17,Mary B. Neumayr,Dee S. Siegel,,CEQ - Fed. Electronics Stewardship WG,,,,,
Calendar,Council on Environmental Quality,4/21/17,Mary B. Neumayr,,,Mtg,,,,,
Calendar,Council on Environmental Quality,4/21/17,Mary B. Neumayr,Jessica A. Andreasen,,Small Agency Call with OMB Senior Staff,,,,,
Calendar,Council on Environmental Quality,4/21/17,Mary B. Neumayr,Michael Harkins,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,4/21/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Louisiana Project,,,,,
Calendar,Council on Environmental Quality,4/24/17,Mary B. Neumayr,Nicholas T. Matich,,Roll Out meeting for Antiquities Act EO and America First Energy EO,,,,,
Calendar,Council on Environmental Quality,4/24/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Briefing on Everglades issues,,,,,
Calendar,Council on Environmental Quality,4/25/17,Mary B. Neumayr,,,Ashley Slater PNGC Power,,,,,
Calendar,Council on Environmental Quality,4/25/17,Mary B. Neumayr,,,Poseidon Water,,,,,
Calendar,Council on Environmental Quality,4/26/17,Mary B. Neumayr,,,April Marchese,,,,,
Calendar,Council on Environmental Quality,4/26/17,Mary B. Neumayr,Dale Louda,,CHP Association w/Dale Louda,,,,,
Calendar,Council on Environmental Quality,4/26/17,Mary B. Neumayr,Michael Harkins ,,Meet on CEQ,,,,,
Calendar,Council on Environmental Quality,4/26/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,CEQ + Evercore investors meeting,,,,,
Calendar,Council on Environmental Quality,4/26/17,Mary B. Neumayr,Tabitha M. Cale,,Meeting with Everglades Foundation,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,,,A2A Railforad Mtg.,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,,,Portrait Ceremony for Fred Upton - 4pm,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,,,Tentative: Federal Performance COntracting Coalition,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,Jason Gray,,Jason Gray,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,Kyle Lombardi,,3:45 - Kyle Lombardi,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,Scott Segal,,Meet w/Scott Segal,,,,,
Calendar,Council on Environmental Quality,4/27/17,Mary B. Neumayr,Viktoria Seale,,Coffee w/Viktoria Seale,,,,,
Calendar,Council on Environmental Quality,4/28/17,Mary B. Neumayr,"Andy Wirth, Stacey McKinley, Tabitha M. Cale",,meeting with Andy Wirth and Stacey McKinley,,,,,
Calendar,Council on Environmental Quality,4/28/17,Mary B. Neumayr,,,DOI Meeting,,,,,
Calendar,Council on Environmental Quality,4/28/17,Mary B. Neumayr,,,Hold for Meeting - 10 am ,,,,,
Calendar,Council on Environmental Quality,4/28/17,Mary B. Neumayr,,,Roza Irrigation District and Kittitas Reclamations District - (Yakima Basin Joint Board),,,,,
Calendar,Council on Environmental Quality,4/28/17,Mary B. Neumayr,Michael Harkins ,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,4/3/17,Mary B. Neumayr,"Steven Baldovsky, Sophie R. Godfrey-McKee",,Meet with Steven Baldovsky (Natl. OCean Council,,,,,
Calendar,Council on Environmental Quality,4/3/17,Mary B. Neumayr,,,Hold for Lunch,,,,,
Calendar,Council on Environmental Quality,4/4/17,Mary B. Neumayr,,,Hold for Meeting - 4 pm Tentative,,,,,
Calendar,Council on Environmental Quality,4/4/17,Mary B. Neumayr,,,National Oceans w/Mary Neumayr,,,,,
Calendar,Council on Environmental Quality,4/4/17,Mary B. Neumayr,,,OFS Meeting,,,,,
Calendar,Council on Environmental Quality,4/4/17,Mary B. Neumayr,,,Policy for American Bird Conservancy,,,,,
Calendar,Council on Environmental Quality,4/5/17,Mary B. Neumayr,,,Mandatory Awareness Briefing,,,,,
Calendar,Council on Environmental Quality,4/5/17,Mary B. Neumayr,Mackenzie A. Gross,,Infrastructure Initiative: Permitting Process Discussion,,,,,
Calendar,Council on Environmental Quality,4/5/17,Mary B. Neumayr,Michael R. Drummond,,Discuss Louisiana CDBG-DR NEPA,,,,,
Calendar,Council on Environmental Quality,4/5/17,Mary B. Neumayr,Ray Starling,,Meet w/Ray Starling,,,,,
Calendar,Council on Environmental Quality,4/6/17,Mary B. Neumayr,,,E&C Event for Departing Staff,,,,,
Calendar,Council on Environmental Quality,4/7/17,Mary B. Neumayr,,,Tentative NOC Meeting w/Mary Neumayr,,,,,
Calendar,Council on Environmental Quality,4/7/17,Mary B. Neumayr,Michael Harkins,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,5/1/17,Mary B. Neumayr,,,The Sacramento Metropolitan Chamber of Commerce,,,,,
Calendar,Council on Environmental Quality,5/10/17,Mary B. Neumayr,,,Catch up,,,,,
Calendar,Council on Environmental Quality,5/10/17,Mary B. Neumayr,Mary E. Salvi,,Meeting #1 RE: Jones Act (IMCA),,,,,
Calendar,Council on Environmental Quality,5/10/17,Mary B. Neumayr,Mary E. Salvi,,Meeting #2 RE: Jones Act (OMSA),,,,,
Calendar,Council on Environmental Quality,5/11/17,Mary B. Neumayr,Aaron L. Szabo,,Training on Guidance for Section 2 of EO 13783,,,,,
Calendar,Council on Environmental Quality,5/11/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,National Ocean Council check in,,,,,
Calendar,Council on Environmental Quality,5/12/17,Mary B. Neumayr,"Sean Bonyun, Michael J. Kratsios ",,Lunch with Sean Bonyun,,,,,
Calendar,Council on Environmental Quality,5/12/17,Mary B. Neumayr,Michael Harkins ,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,5/12/17,Mary B. Neumayr,Michael R. Drummond,,CEQ huddle on Infrastructure and NEPA,,,,,
Calendar,Council on Environmental Quality,5/15/17,Mary B. Neumayr,Hannah C. Davelman,,Marine Industry Meeting,,,,,
Calendar,Council on Environmental Quality,5/15/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Meet w/Conoco Phillips,,,,,
Calendar,Council on Environmental Quality,5/16/17,Mary B. Neumayr,Aaron L. Szabo,,Path forward for Section 2 of EO 13783,,,,,
Calendar,Council on Environmental Quality,5/16/17,Mary B. Neumayr,Chris Prandoni,,Meet w/Chris Prandoni,,,,,
Calendar,Council on Environmental Quality,5/17/17,Mary B. Neumayr,Mabel E. Echols,,"E.O. 12866 Meeting on Definition of ""Waters of the United States"" - Recodification of Preexisting Rules",,,,,
Calendar,Council on Environmental Quality,5/18/17,Mary B. Neumayr,Alex H. Herrgot,,CEQ Army Corps Detailee--Interview,,,,,
Calendar,Council on Environmental Quality,5/18/17,Mary B. Neumayr,Dan Murphy,,US Green Building Council w/Dan Murphy,,,,,
Calendar,Council on Environmental Quality,5/18/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,Meeting with Generating for Seven Generations at CEQ,,,,,
Calendar,Council on Environmental Quality,5/18/17,Mary B. Neumayr,Sophie R. Godfrey-McKee,,National Ocean Council weekly check-in,,,,,
Calendar,Council on Environmental Quality,5/19/17,Mary B. Neumayr,,,The BCSE Board,,,,,
Calendar,Council on Environmental Quality,5/19/17,Mary B. Neumayr,Michael Harkins,,FW: Weekly Update on Projects and Reg Reform,,,,,
Calendar,Council on Environmental Quality,5/2/17,Mary B. Neumayr,,,Delta Counties,,,,,
Calendar,Council on Environmental Quality,5/2/17,Mary B. Neumayr,Ted A. Boling,,Oroville Dam,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,,,(b)(5),,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,,,Intergovernmental Affairs Mtg w/Tribal Leaders,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,,,Monday Morning Group,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,,,NEPA Contacts Meeting,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,,,National Onsite Wastwater Recycling Association Meeting,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,,,TSCA rulemakings,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,Mario A. Loyola,,Meeting with Williams Barker Knauer attorneys,,,,,
Calendar,Council on Environmental Quality,5/3/17,Mary B. Neumayr,Wells Griffith,,Meet w/Wells Griffith (WH Advisor),,,,,
Calendar,Council on Environmental Quality,5/4/17,Mary B. Neumayr,,,Boeing,,,,,
Calendar,Council on Environmental Quality,5/4/17,Mary B. Neumayr,,,The role of mitigation banks in expediting infrastructure projects and jobs.,,,,,
Calendar,Council on Environmental Quality,5/4/17,Mary B. Neumayr,Roger Martella,,Meet w/Roger Martella,,,,,
